England_SW_and_S_Wales Rainfall (mm)
Areal series, starting from 1910
Allowances have been made for topographic, coastal and urban effects where relationships are found to exist.
Seasons: Winter=Dec-Feb, Spring=Mar-May, Summer=June-Aug, Autumn=Sept-Nov. (Winter: Year refers to Jan/Feb).
Values are ranked and displayed to 1 dp. Where values are equal, rankings are based in order of year descending.
Data are provisional from January 2018 and Winter 2018.  Last updated 05/11/2019.

Year    JAN    FEB    MAR    APR    MAY    JUN    JUL    AUG    SEP    OCT    NOV    DEC     WIN    SPR    SUM    AUT     ANN
1951  140.6  139.3  140.3   94.7   82.9   32.8   50.7  163.0  121.7   39.8  228.3  132.2   388.1  317.9  246.5  389.8  1366.4
1952  130.8   33.6   96.5   92.0   98.5   66.3   43.2  157.8  106.1  148.5  121.7  115.5   296.6  287.0  267.3  376.3  1210.5
1953   35.9   64.6   54.2   92.2   81.9   65.1  126.5  100.5  123.4   98.0  101.1   39.2   216.0  228.4  292.0  322.5   982.5
1954   82.2  126.6  115.2   21.5   85.5  115.6  110.2  113.5  133.8  165.5  246.0  123.7   248.0  222.2  339.3  545.3  1439.4
1955  128.1   83.3   64.4   57.3  124.9  117.7   41.5   23.5   59.9   82.0  111.9  178.6   335.2  246.6  182.6  253.9  1073.2
1956  149.9   14.0   47.1   39.9   29.5   70.8  109.7  135.7  159.3   63.0   47.7  163.4   342.5  116.5  316.3  270.0  1030.0
1957  122.5  148.1  121.7    8.6   63.5   60.5  123.9  111.7  164.4  109.6   76.3  100.7   433.9  193.9  296.1  350.3  1211.5
1958  125.3  151.4   44.0   29.2  100.0  109.4  108.3  134.1  196.0  119.2   91.4  136.8   377.3  173.2  351.9  406.6  1345.2
1959  158.2   12.7  122.7  107.6   41.2   49.8   78.9   55.5    8.3  145.6  210.9  257.4   307.7  271.5  184.3  364.7  1248.7
1960  145.2  132.8   72.2   93.2   50.9   56.3  140.0  130.8  156.3  235.6  218.0  159.7   535.4  216.2  327.1  609.9  1591.0
1961  164.9   98.2   12.9  144.7   41.7   36.4   61.1   98.3  102.4  177.1   72.6  120.8   422.8  199.3  195.8  352.2  1131.3
1962  171.9   42.4   64.9   83.2   81.1   23.9   58.9  134.4  130.6   45.1   97.6   93.9   335.1  229.1  217.2  273.3  1027.7
1963   26.2   65.7  158.0  115.3   59.0   90.3   67.6  111.7   70.6   74.9  232.1   45.4   185.8  332.3  269.6  377.6  1116.8
1964   27.6   48.9  101.4   69.9   79.7   59.6   66.5   57.3   47.5  103.1   97.0  154.0   121.8  251.0  183.5  247.5   912.4
1965  154.0    6.5   97.4   62.4   77.5   94.1  128.5   84.5  131.9   39.9  141.9  259.5   314.4  237.2  307.1  313.7  1278.0
1966   93.7  166.1   51.5  149.4   92.4   84.2   68.8  114.1   55.6  173.3   95.8  166.6   519.4  293.3  267.1  324.6  1311.4
1967  109.7  140.8   78.4   40.4  156.9   32.2   85.4   78.4  156.7  251.7   85.0  112.0   417.1  275.7  196.0  493.3  1327.5
1968  116.7   55.2   74.6   85.4   87.1  123.5  102.0   63.5  143.1  125.0   83.7  125.7   283.9  247.1  289.0  351.7  1185.4
1969  156.0   82.2   83.9   63.8  131.7   66.5   83.0   81.6   60.2   25.7  158.8  124.4   363.9  279.3  231.1  244.7  1117.8
1970  190.8  127.2   79.1   92.3   33.8   57.6   86.4   98.3   94.5   83.3  224.2   64.3   442.4  205.2  242.4  402.0  1231.9
1971  193.1   46.0   85.3   51.5   47.4  130.0   40.9  122.5   27.2   94.6  126.3   66.3   303.4  184.1  293.4  248.0  1031.0
1972  149.8  133.2  100.8   98.5  108.8  114.1   48.9   51.3   42.9   69.5  152.4  195.0   349.3  308.1  214.3  264.8  1265.1
1973   73.5   72.2   31.9   71.4   95.9   48.0   75.6   94.6  100.6   61.6   85.3  101.8   340.6  199.2  218.2  247.5   912.4
1974  235.6  177.5   55.3   15.3   73.5   72.2   79.4  119.9  217.6  100.1  153.7  125.5   514.9  144.0  271.4  471.4  1425.5
1975  183.4   40.8   83.1   79.9   32.5   12.4   84.8   70.3  127.1   50.6  112.2   57.3   349.7  195.5  167.6  289.9   934.4
1976   61.4   65.9   83.6   14.0   58.8   20.9   28.6   26.5  175.9  216.3  121.6  125.9   184.6  156.5   76.0  513.8   999.5
1977  133.5  189.7  111.0   57.8   61.0   79.5   35.7  111.2   58.4  104.8  145.0  131.5   449.1  229.9  226.5  308.2  1219.2
1978  149.4  138.9  123.1   62.8   31.6   53.0  113.7   50.4   44.6   17.8   88.0  210.6   419.7  217.4  217.1  150.4  1083.8
1979  118.9   87.7  152.5   76.5  131.2   39.1   40.9  120.0   56.8  112.9  123.9  228.0   417.3  360.3  200.0  293.7  1288.6
1980   99.8  136.1  139.7   21.7   37.5  133.9   69.3   87.2  100.8  163.0  123.1  118.3   463.9  198.9  290.4  386.9  1230.3
1981   68.8   78.3  228.6   45.4  129.2   54.6   56.7   27.5  203.7  189.1   84.4  159.4   265.3  403.2  138.7  477.2  1325.5
1982  114.0   90.5  149.6   31.3   37.9  123.9   50.5   93.5  114.7  163.5  190.2  164.5   363.9  218.9  267.9  468.4  1324.2
1983  172.8   38.9   77.0  109.9  132.8   46.6   23.6   49.0  143.8  119.3   65.7  156.0   376.3  319.7  119.2  328.8  1135.4
1984  220.6   84.4   54.9    7.7   61.1   30.0   33.9   62.0  144.4  149.1  201.5  129.7   461.0  123.7  125.9  495.0  1179.4
1985  100.0   50.2   95.9   93.4   58.7  111.1   79.2  171.2   55.1   77.3   85.1  190.7   279.9  248.0  361.5  217.5  1167.8
1986  170.7    6.1  105.1   94.3  107.7   70.2   68.8  145.0   29.4  131.1  202.4  211.9   367.5  307.1  284.1  363.0  1342.8
1987   27.2   98.0  114.4   86.7   42.6  103.7   58.1   34.9   79.0  227.5  120.0  109.0   337.1  243.7  196.7  426.5  1101.2
1988  220.7   93.7  138.5   50.1   85.7   45.2  153.5  127.7   83.1  127.2   55.4   51.2   423.4  274.4  326.4  265.7  1232.1
1989   73.0  141.6  138.1   87.6   16.9   46.7   40.8   67.7   79.6  156.4   94.7  192.5   265.8  242.7  155.3  330.8  1135.8
1990  203.1  215.1   27.8   42.7   26.1   94.0   53.3   58.1   71.4  129.8   97.2  126.7   610.7   96.6  205.4  298.4  1145.3
1991  152.3   80.9  122.4  108.3   10.0  118.1   92.6   38.1   87.5  134.9  115.7   50.4   359.9  240.7  248.8  338.1  1111.2
1992   56.0   67.3   90.0   94.4   40.8   34.8   84.6  193.9  100.8   84.2  209.4  127.4   173.7  225.2  313.3  394.3  1183.5
1993  174.7   20.4   34.4   99.9  109.4   96.7  112.6   49.3  137.0  103.5  103.6  247.2   322.4  243.7  258.7  344.1  1288.8
1994  176.2  142.0  141.5   94.1   85.5   41.1   54.1   90.4  120.4  137.1  123.7  215.0   565.5  321.1  185.5  381.2  1421.1
1995  224.4  159.2   81.5   39.9   62.2   19.7   47.9   13.7  130.6  106.4  137.1  113.8   598.6  183.5   81.3  374.1  1136.4
1996  124.0  117.4   72.2   77.5   98.4   37.6   35.7   97.3   51.0  146.2  173.7   45.6   355.2  248.1  170.7  370.8  1076.6
1997   16.9  173.9   40.4   29.3   93.1  125.1   40.1  164.4   51.0   95.7  200.7  136.4   236.3  162.8  329.6  347.4  1167.0
1998  175.1   26.8  141.9  152.8   36.9  156.0   84.2   51.0  126.3  233.5  123.6  143.9   338.3  331.7  291.2  483.4  1452.1
1999  200.2   79.3   74.6  116.2   68.4   83.2   19.3  131.9  170.2  101.5   95.9  246.5   423.4  259.1  234.3  367.7  1387.2
2000   65.6  150.6   47.8  163.9   95.4   51.5   69.1   89.6  150.3  244.6  229.5  226.7   462.7  307.1  210.2  624.4  1584.6
2001  120.0  104.8  144.8  119.9   40.1   42.6   99.0   98.0   63.0  186.3  101.9   55.5   451.5  304.7  239.6  351.2  1175.8
2002  163.0  205.3   71.5   76.5  152.5   59.7   73.9   53.6   33.4  180.4  240.5  170.5   423.8  300.4  187.2  454.3  1480.7
2003  107.1   69.6   54.1   65.1   86.7   64.0  114.0   23.6   27.1   83.3  125.8  138.8   347.2  206.0  201.7  236.3   959.4
2004  173.2   85.8   85.1   82.5   53.9   64.4   67.0  142.3   94.5  219.2   62.2  110.4   397.8  221.6  273.7  375.9  1240.6
2005   95.9   54.3   65.9   96.7   58.7   78.8   78.4   53.1   77.0  187.0  147.3  111.1   260.5  221.3  210.2  411.2  1104.0
2006   49.9   75.9  131.0   42.0  137.0   37.6   52.4   65.8   70.9  169.6  178.5  183.8   236.8  310.0  155.9  419.0  1194.4
2007  151.3  167.6   97.0   19.0  138.1  146.7  165.1   77.0   60.0   54.4   90.4  153.6   502.7  254.1  388.8  204.8  1320.2
2008  181.3   60.4  132.9   72.2   93.2   61.4  158.3  167.1  125.4  155.4  107.4   86.2   395.3  298.3  386.8  388.3  1401.2
2009  154.9   61.1   62.7   74.1   71.8   63.4  219.8   76.8   42.1  117.3  260.4  137.5   302.2  208.6  359.9  419.8  1341.8
2010   97.9   78.4   91.1   39.6   45.5   34.5  105.8  110.7  116.0   98.3  130.7   46.5   313.8  176.2  251.0  345.0   995.0
2011  134.5   98.0   28.0   19.1   59.0  102.9   75.8   80.4   99.0  113.7   86.9  171.5   279.0  106.2  259.0  299.6  1068.8
2012  104.3   45.7   28.8  174.6   60.0  194.0  132.0  150.5   94.0  154.4  184.3  243.6   321.5  263.5  476.4  432.7  1566.3
2013  144.8   61.0   91.0   46.8   92.0   49.3   45.2   87.1   72.9  212.5  104.3  217.5   449.4  229.8  181.6  389.8  1224.5
2014  248.9  227.1   71.5   92.6  105.5   60.4   43.4  135.1   13.1  151.1  161.1  108.2   693.6  269.6  238.8  325.2  1417.9
2015  165.3   90.2   67.6   25.9  101.3   53.8  102.5  145.3   74.7   75.6  171.9  214.8   363.7  194.9  301.6  322.3  1289.1
2016  215.4  132.7  100.2   58.2   72.7  103.0   41.8   81.4  113.3   45.1  123.2   57.0   562.9  231.0  226.2  281.6  1144.0
2017   89.1   92.3  122.1   26.0   67.5  100.8  115.5   88.2  138.3   77.8  106.6  160.8   238.5  215.6  304.5  322.7  1185.1
2018  163.1   62.6  166.1  104.8   50.4   11.9   48.9   93.3   96.5  108.0  179.7  180.6   386.5  321.3  154.1  384.2  1265.8
2019   74.4   80.4  137.1   82.1   35.7  122.8   45.6  116.7  161.5  192.3                 335.4  254.9  285.2
